id,single_alphabet,di-graph,Dwell_time,Interval_time,Latency_time,Flight_time,Uptoup_time
5e3640413a40c,t,ti,97,297,467,394,370
5e3640413a40c,i,in,73,365,477,438,404
5e3640413a40c,n,nspace,39,296,402,335,363
5e3640413a40c,space,spacea,67,746,873,813,806
5e3640413a40c,a,an,60,357,472,417,412
5e3640413a40c,n,nu,55,310,422,365,367
5e3640413a40c,u,uc,57,1143,1292,1200,1235
5e3640413a40c,c,ch,92,207,390,299,298
5e3640413a40c,h,ht,91,695,825,786,734
5e3640413a40c,t,tr,39,212,320,251,281
5e3640413a40c,r,ra,69,1094,1223,1163,1154
5e3640413a40c,a,ak,60,909,1059,969,999
5e3640413a40c,k,ko,90,222,387,312,297
5e3640413a40c,o,oo,75,148,291,223,216
5e3640413a40c,o,on,68,246,402,314,334
5e3640413a40c,n,nt,88,43315,43476,43403,43388
5e3640413a40c,t,ti,73,345,489,418,416
5e3640413a40c,i,in,71,278,406,349,335
5e3640413a40c,n,na,57,1331,1455,1388,1398
5e3640413a40c,a,an,67,354,520,421,453
5e3640413a40c,n,nu,99,424,579,523,480
5e3640413a40c,u,uc,56,544,661,600,605
5e3640413a40c,c,ch,61,208,341,269,280
5e3640413a40c,h,ht,72,641,787,713,715
5e3640413a40c,t,tr,74,213,358,287,284
5e3640413a40c,r,ra,71,196,322,267,251
5e3640413a40c,a,ak,55,346,490,401,435
5e3640413a40c,k,ko,89,179,335,268,246
5e3640413a40c,o,oo,67,178,315,245,248
5e3640413a40c,o,on,70,266,426,336,356
5e3640413a40c,n,nt,90,31927,32076,32017,31986
5e3640413a40c,t,ti,59,294,440,353,381
5e3640413a40c,i,in,87,241,402,328,315
5e3640413a40c,n,nspace,74,929,1092,1003,1018
5e3640413a40c,space,spacen,89,726,891,815,802
5e3640413a40c,n,nu,76,242,408,318,332
5e3640413a40c,u,uc,90,278,442,368,352
5e3640413a40c,c,ch,74,204,336,278,262
5e3640413a40c,h,ha,58,664,812,722,754
5e3640413a40c,a,ay,90,274,436,364,346
5e3640413a40c,y,yt,72,1646,1791,1718,1719
5e3640413a40c,t,tr,73,176,323,249,250
5e3640413a40c,r,rk,74,732,895,806,821
5e3640413a40c,k,ko,89,225,352,314,263
5e3640413a40c,o,oo,38,119,236,157,198
5e3640413a40c,o,on,79,344,533,423,454
5e3640413a40c,n,nt,110,39767,39916,39877,39806
5e3640413a40c,t,to,39,273,439,312,400
5e3640413a40c,o,oi,127,1842,2039,1969,1912
5e3640413a40c,i,in,70,338,467,408,397
5e3640413a40c,n,nspace,59,483,645,542,586
5e3640413a40c,space,spacea,103,277,468,380,365
5e3640413a40c,a,an,88,290,487,378,399
5e3640413a40c,n,nu,109,232,411,341,302
5e3640413a40c,u,uc,70,330,454,400,384
5e3640413a40c,c,ch,54,191,321,245,267
5e3640413a40c,h,ha,76,1128,1295,1204,1219
5e3640413a40c,a,at,91,595,767,686,676
5e3640413a40c,t,tr,81,135,314,216,233
5e3640413a40c,r,ra,98,219,415,317,317
5e3640413a40c,a,ak,98,336,515,434,417
5e3640413a40c,k,ko,81,185,349,266,268
5e3640413a40c,o,oo,83,184,364,267,281
5e3640413a40c,o,on,97,636,798,733,701
5e3640413a40c,n,nt,65,38083,38220,38148,38155
5e3640413a40c,t,ti,72,283,409,355,337
5e3640413a40c,i,in,54,259,386,313,332
5e3640413a40c,n,nspace,73,245,407,318,334
5e3640413a40c,space,spacea,89,393,557,482,468
5e3640413a40c,a,an,75,324,491,399,416
5e3640413a40c,n,nu,92,259,421,351,329
5e3640413a40c,u,uc,70,362,525,432,455
5e3640413a40c,c,ch,93,197,386,290,293
5e3640413a40c,h,ha,96,531,701,627,605
5e3640413a40c,a,at,74,294,442,368,368
5e3640413a40c,t,tr,74,228,387,302,313
5e3640413a40c,r,ra,85,263,440,348,355
5e3640413a40c,a,ak,92,341,522,433,430
5e3640413a40c,k,ko,89,229,404,318,315
5e3640413a40c,o,oo,86,145,338,231,252
5e3640413a40c,o,on,107,283,473,390,366
5e3640413a40c,n,nt,83,39448,39601,39531,39518
5e3640413a40c,t,ti,70,300,472,370,402
5e3640413a40c,i,in,102,327,522,429,420
5e3640413a40c,n,nspace,93,607,809,700,716
5e3640413a40c,space,spacea,109,409,605,518,496
5e3640413a40c,a,an,87,394,572,481,485
5e3640413a40c,n,nu,91,279,472,370,381
5e3640413a40c,u,uc,102,365,573,467,471
5e3640413a40c,c,ch,106,177,369,283,263
5e3640413a40c,h,ha,86,1818,1985,1904,1899
5e3640413a40c,a,at,81,346,484,427,403
5e3640413a40c,t,tr,57,162,288,219,231
5e3640413a40c,r,ra,69,230,369,299,300
5e3640413a40c,a,ak,70,381,555,451,485
5e3640413a40c,k,ko,104,174,387,278,283
5e3640413a40c,o,oo,109,112,308,221,199
5e3640413a40c,o,on,87,263,439,350,352
5e3640413a40c,n,nt,89,30545,30708,30634,30619
5e3640413a40c,t,ti,74,313,457,387,383
5e3640413a40c,i,in,70,381,506,451,436
5e3640413a40c,n,nspace,55,256,404,311,349
5e3640413a40c,space,spacea,93,494,676,587,583
5e3640413a40c,a,an,89,360,558,449,469
5e3640413a40c,n,nu,109,242,437,351,328
5e3640413a40c,u,uc,86,382,538,468,452
5e3640413a40c,c,ch,70,230,367,300,297
5e3640413a40c,h,ha,67,405,534,472,467
5e3640413a40c,a,at,62,297,454,359,392
5e3640413a40c,t,tr,95,256,422,351,327
5e3640413a40c,r,ra,71,260,404,331,333
5e3640413a40c,a,ak,73,373,538,446,465
5e3640413a40c,k,ko,92,199,409,291,317
5e3640413a40c,o,oo,118,113,318,231,200
5e3640413a40c,o,ot,87,31202,31357,31289,31270
5e3640413a40c,t,ti,68,264,399,332,331
5e3640413a40c,i,in,67,265,405,332,338
5e3640413a40c,n,nspace,73,212,387,285,314
5e3640413a40c,space,spacea,102,332,472,434,370
5e3640413a40c,a,an,38,327,452,365,414
5e3640413a40c,n,nu,87,228,385,315,298
5e3640413a40c,u,uc,70,339,502,409,432
5e3640413a40c,c,ch,93,166,348,259,255
5e3640413a40c,h,ha,89,274,437,363,348
5e3640413a40c,a,at,74,263,406,337,332
5e3640413a40c,t,tr,69,159,319,228,250
5e3640413a40c,r,ra,91,207,392,298,301
5e3640413a40c,a,ak,94,312,497,406,403
5e3640413a40c,k,ko,91,160,356,251,265
5e3640413a40c,o,oo,105,133,317,238,212
5e3640413a40c,o,on,79,222,380,301,301
5e3640413a40c,n,nt,79,33070,33235,33149,33156
5e3640413a40c,t,ti,86,345,501,431,415
5e3640413a40c,i,in,70,349,487,419,417
5e3640413a40c,n,nspace,68,244,385,312,317
5e3640413a40c,space,spacea,73,464,592,537,519
5e3640413a40c,a,an,55,311,437,366,382
5e3640413a40c,n,nu,71,213,387,284,316
5e3640413a40c,u,uc,103,315,486,418,383
5e3640413a40c,c,ch,68,231,351,299,283
5e3640413a40c,h,ht,52,594,735,646,683
5e3640413a40c,t,tr,89,166,339,255,250
5e3640413a40c,r,ra,84,179,355,263,271
5e3640413a40c,a,ak,92,328,490,420,398
5e3640413a40c,k,ko,70,179,319,249,249
5e3640413a40c,o,oo,70,111,251,181,181
5e3640413a40c,o,on,70,249,406,319,336
5e3640413a40c,n,nt,87,40216,40389,40303,40302
5e3640413a40c,t,ti,86,344,501,430,415
5e3640413a40c,i,in,71,216,354,287,283
5e3640413a40c,n,nspace,67,346,488,413,421
5e3640413a40c,space,spacea,75,293,439,368,364
5e3640413a40c,a,an,71,280,455,351,384
5e3640413a40c,n,nu,104,214,402,318,298
5e3640413a40c,u,uc,84,366,505,450,421
5e3640413a40c,c,ch,55,192,317,247,262
5e3640413a40c,h,ht,70,624,772,694,702
5e3640413a40c,t,tr,78,212,395,290,317
5e3640413a40c,r,ra,105,213,354,318,249
5e3640413a40c,a,ak,36,324,436,360,400
5e3640413a40c,k,ko,76,228,376,304,300
5e3640413a40c,o,oo,72,114,255,186,183
5e3640413a40c,o,on,69,594,705,663,636
5e3640413a40c,n,nt,42,80317,80457,80359,80415
5e36422296180,t,ti,98,416,598,514,500
5e36422296180,i,in,84,1094,1271,1178,1187
5e36422296180,n,nspace,93,619,840,712,747
5e36422296180,space,spacea,128,312,545,440,417
5e36422296180,a,an,105,143,323,248,218
5e36422296180,n,nu,75,294,456,369,381
5e36422296180,u,uc,87,363,503,450,416
5e36422296180,c,ch,53,196,271,249,218
5e36422296180,h,ht,22,493,588,515,566
5e36422296180,t,tr,73,144,273,217,200
5e36422296180,r,ra,56,127,258,183,202
5e36422296180,a,ak,75,227,390,302,315
5e36422296180,k,kp,88,177,356,265,268
5e36422296180,p,po,91,125,289,216,198
5e36422296180,o,obksp,73,2214,2360,2287,2287
5e36422296180,bksp,bkspbksp,73,108,254,181,181
5e36422296180,bksp,bkspo,73,1345,1524,1418,1451
5e36422296180,o,oo,106,108,288,214,182
5e36422296180,o,on,74,278,441,352,367
5e36422296180,n,nbksp,89,2909,3091,2998,3002
5e36422296180,bksp,bkspbksp,93,108,294,201,201
5e36422296180,bksp,bkspbksp,93,106,295,199,202
5e36422296180,bksp,bkspbksp,96,88,277,184,181
5e36422296180,bksp,bkspbksp,93,106,293,199,200
5e36422296180,bksp,bkspbksp,94,107,292,201,198
5e36422296180,bksp,bkspbksp,91,261,424,352,333
5e36422296180,bksp,bkspa,72,614,789,686,717
5e36422296180,a,at,103,294,455,397,352
5e36422296180,t,tr,58,174,323,232,265
5e36422296180,r,rk,91,426,607,517,516
5e36422296180,k,ko,90,210,390,300,300
5e36422296180,o,oo,90,142,309,232,219
5e36422296180,o,on,77,243,408,320,331
5e36422296180,n,nt,88,32083,32242,32171,32154
5e36422296180,t,ti,71,296,421,367,350
5e36422296180,i,in,54,229,354,283,300
5e36422296180,n,nspace,71,195,356,266,285
5e36422296180,space,spacea,90,193,373,283,283
5e36422296180,a,an,90,158,341,248,251
5e36422296180,n,nu,93,345,525,438,432
5e36422296180,u,uc,87,407,588,494,501
5e36422296180,c,ch,94,244,411,338,317
5e36422296180,h,ha,73,210,406,283,333
5e36422296180,a,at,123,226,440,349,317
5e36422296180,t,tr,91,159,323,250,232
5e36422296180,r,ra,73,143,306,216,233
5e36422296180,a,ak,90,178,340,268,250
5e36422296180,k,ko,72,177,340,249,268
5e36422296180,o,oo,91,88,274,179,183
5e36422296180,o,on,95,209,412,304,317
5e36422296180,n,nt,108,29001,29179,29109,29071
5e36422296180,t,ti,70,311,420,381,350
5e36422296180,i,in,39,228,372,267,333
5e36422296180,n,nspace,105,194,388,299,283
5e36422296180,space,spacea,89,245,439,334,350
5e36422296180,a,an,105,143,338,248,233
5e36422296180,n,nu,90,262,424,352,334
5e36422296180,u,uc,72,346,505,418,433
5e36422296180,c,ch,87,160,306,247,219
5e36422296180,h,ht,59,441,558,500,499
5e36422296180,t,tr,58,192,340,250,282
5e36422296180,r,rk,90,378,524,468,434
5e36422296180,k,ko,56,160,305,216,249
5e36422296180,o,oo,89,109,275,198,186
5e36422296180,o,on,77,191,342,268,265
5e36422296180,n,nbksp,74,8163,8325,8237,8251
5e36422296180,bksp,bkspbksp,88,109,288,197,200
5e36422296180,bksp,bkspbksp,91,91,276,182,185
5e36422296180,bksp,bkspbksp,94,124,292,218,198
5e36422296180,bksp,bkspa,74,1060,1175,1134,1101
5e36422296180,a,abksp,41,3394,3524,3435,3483
5e36422296180,bksp,bkspbksp,89,143,323,232,234
5e36422296180,bksp,bkspbksp,91,122,275,213,184
5e36422296180,bksp,bksph,62,1943,2078,2005,2016
5e36422296180,h,ha,73,177,323,250,250
5e36422296180,a,at,73,344,473,417,400
5e36422296180,t,tr,56,159,257,215,201
5e36422296180,r,ra,42,157,291,199,249
5e36422296180,a,ak,92,210,374,302,282
5e36422296180,k,ko,72,211,340,283,268
5e36422296180,o,oo,57,192,323,249,266
5e36422296180,o,on,74,312,458,386,384
5e36422296180,n,nt,72,31367,31493,31439,31421
5e36422296180,t,ti,54,245,387,299,333
5e36422296180,i,in,88,210,422,298,334
5e36422296180,n,nspace,124,142,357,266,233
5e36422296180,space,spacea,91,313,492,404,401
5e36422296180,a,an,88,310,470,398,382
5e36422296180,n,nu,72,229,372,301,300
5e36422296180,u,uc,71,314,458,385,387
5e36422296180,c,ch,73,157,320,230,247
5e36422296180,h,ha,90,294,456,384,366
5e36422296180,a,at,72,295,456,367,384
5e36422296180,t,tr,89,160,322,249,233
5e36422296180,r,ra,73,226,389,299,316
5e36422296180,a,ak,90,313,491,403,401
5e36422296180,k,ko,88,177,373,265,285
5e36422296180,o,oo,108,90,289,198,181
5e36422296180,o,on,91,210,411,301,320
5e36422296180,n,nt,110,31481,31628,31591,31518
5e36422296180,t,ti,37,312,420,349,383
5e36422296180,i,in,71,294,456,365,385
5e36422296180,n,nspace,91,227,423,318,332
5e36422296180,space,spacea,105,329,522,434,417
5e36422296180,a,an,88,344,489,432,401
5e36422296180,n,nu,57,344,489,401,432
5e36422296180,u,uc,88,346,506,434,418
5e36422296180,c,ch,72,159,321,231,249
5e36422296180,h,ha,90,311,474,401,384
5e36422296180,a,ay,73,239,404,312,331
5e36422296180,y,ybksp,92,531,727,623,635
5e36422296180,bksp,bkspt,104,395,623,499,519
5e36422296180,t,tr,124,174,409,298,285
5e36422296180,r,ra,111,190,374,301,263
5e36422296180,a,ak,73,362,523,435,450
5e36422296180,k,ko,88,177,355,265,267
5e36422296180,o,oo,90,108,273,198,183
5e36422296180,o,on,75,228,377,303,302
5e36422296180,n,nt,74,30848,30993,30922,30919
5e36422296180,t,ti,71,279,455,350,384
5e36422296180,i,in,105,228,421,333,316
5e36422296180,n,nspace,88,194,371,282,283
5e36422296180,space,spacea,89,262,441,351,352
5e36422296180,a,an,90,293,473,383,383
5e36422296180,n,nu,90,227,422,317,332
5e36422296180,u,uc,105,996,1189,1101,1084
5e36422296180,c,ch,88,177,339,265,251
5e36422296180,h,ha,74,380,524,454,450
5e36422296180,a,at,70,294,453,364,383
5e36422296180,t,tr,89,176,356,265,267
5e36422296180,r,ra,91,261,422,352,331
5e36422296180,a,ak,70,797,939,867,869
5e36422296180,k,ko,72,211,354,283,282
5e36422296180,o,oo,71,93,255,164,184
5e36422296180,o,on,91,227,426,318,335
5e36422296180,n,nt,108,30016,30193,30124,30085
5e36422296180,t,ti,69,246,371,315,302
5e36422296180,i,in,56,411,554,467,498
5e36422296180,n,nspace,87,680,872,767,785
5e36422296180,space,spacea,105,294,438,399,333
5e36422296180,a,an,39,327,472,366,433
5e36422296180,n,nu,106,262,422,368,316
5e36422296180,u,uc,54,546,671,600,617
5e36422296180,c,ch,71,229,370,300,299
5e36422296180,h,ha,70,342,488,412,418
5e36422296180,a,at,76,293,477,369,401
5e36422296180,t,tr,108,210,390,318,282
5e36422296180,r,ra,72,245,409,317,337
5e36422296180,a,ak,92,359,523,451,431
5e36422296180,k,ko,72,176,357,248,285
5e36422296180,o,oo,109,191,392,300,283
5e36422296180,o,on,92,326,458,418,366
5e36422296180,n,nt,40,30066,30142,30106,30102
5e36422296180,t,ti,36,262,386,298,350
5e36422296180,i,in,88,247,422,335,334
5e36422296180,n,nspace,87,194,354,281,267
5e36422296180,space,spacea,73,328,489,401,416
5e36422296180,a,an,88,311,489,399,401
5e36422296180,n,nu,90,228,406,318,316
5e36422296180,u,uc,88,279,472,367,384
5e36422296180,c,ch,105,177,372,282,267
5e36422296180,h,ha,90,293,456,383,366
5e36422296180,a,at,73,277,440,350,367
5e36422296180,t,tr,90,137,323,227,233
5e36422296180,r,ra,96,228,379,324,283
5e36422296180,a,ak,55,312,440,367,385
5e36422296180,k,ko,73,176,356,249,283
5e36422296180,o,oo,107,124,306,231,199
5e36422296180,o,on,75,228,392,303,317
5e36422296180,n,nt,89,30949,31109,31038,31020
5e36422296180,t,ti,71,246,355,317,284
5e36422296180,i,in,38,208,354,246,316
5e36422296180,n,nspace,108,127,325,235,217
5e36422296180,space,spacea,90,329,457,419,367
5e36422296180,a,an,38,312,440,350,402
5e36422296180,n,nu,90,276,489,366,399
5e36422296180,u,uc,123,344,558,467,435
5e36422296180,c,ch,91,192,373,283,282
5e36422296180,h,ha,90,295,473,385,383
5e36422296180,a,at,88,227,404,315,316
5e36422296180,t,tr,89,144,290,233,201
5e36422296180,r,ra,57,225,356,282,299
5e36422296180,a,ak,74,329,491,403,417
5e36422296180,k,ko,88,143,340,231,252
5e36422296180,o,oo,109,107,324,216,215
5e36422296180,o,on,108,227,408,335,300
5e36422296180,n,nt,73,31550,31710,31623,31637
5e36422296180,t,tspace,87,1029,1188,1116,1101
5e36422296180,space,spacea,72,311,437,383,365
5e36422296180,a,an,54,296,454,350,400
5e36422296180,n,nu,104,229,422,333,318
5e36422296180,u,uc,89,1145,1323,1234,1234
5e36422296180,c,ch,89,210,355,299,266
5e36422296180,h,ha,56,293,405,349,349
5e36422296180,a,at,56,295,442,351,386
5e36422296180,t,tr,91,176,339,267,248
5e36422296180,r,ra,72,211,373,283,301
5e36422296180,a,ak,90,334,506,424,416
5e36422296180,k,ko,82,178,366,260,284
5e36422296180,o,oo,106,108,289,214,183
5e36422296180,o,on,75,261,408,336,333
5e36422296180,n,np,72,182194201,182194374,182194273,182194302
5e390b60a5cd0,p,pa,101,81,341,182,240
5e390b60a5cd0,a,at,159,577,802,736,643
5e390b60a5cd0,t,th,66,847,972,913,906
5e390b60a5cd0,h,ho,59,592,706,651,647
5e390b60a5cd0,o,om,55,412,539,467,484
5e390b60a5cd0,m,mp,72,527,673,599,601
5e390b60a5cd0,p,po,74,146,321,220,247
5e390b60a5cd0,o,on,101,313,483,414,382
5e390b60a5cd0,n,ng,69,298,406,367,337
5e390b60a5cd0,g,gspace,39,1011,1106,1050,1067
5e390b60a5cd0,space,spacem,56,475,637,531,581
5e390b60a5cd0,m,mu,106,265,438,371,332
5e390b60a5cd0,u,ua,67,762,936,829,869
5e390b60a5cd0,a,an,107,1144,1289,1251,1182
5e390b60a5cd0,n,ng,38,248,372,286,334
5e390b60a5cd0,g,gt,86,528,651,614,565
5e390b60a5cd0,t,th,37,381,492,418,455
5e390b60a5cd0,h,ho,74,594,740,668,666
5e390b60a5cd0,o,on,72,410,556,482,484
5e390b60a5cd0,n,ng,74,276,421,350,347
5e390b60a5cd0,g,gp,71,85236,85390,85307,85319
5e390b60a5cd0,p,pa,83,95,268,178,185
5e390b60a5cd0,a,at,90,633,790,723,700
5e390b60a5cd0,t,th,67,496,621,563,554
5e390b60a5cd0,h,ho,58,392,486,450,428
5e390b60a5cd0,o,om,36,282,355,318,319
5e390b60a5cd0,m,mp,37,312,386,349,349
5e390b60a5cd0,p,pi,37,157,252,194,215
5e390b60a5cd0,i,in,58,149,274,207,216
5e390b60a5cd0,n,ng,67,115,269,182,202
5e390b60a5cd0,g,gbksp,87,963,1103,1050,1016
5e390b60a5cd0,bksp,bkspo,53,415,540,468,487
5e390b60a5cd0,o,on,72,227,370,299,298
5e390b60a5cd0,n,ng,71,56,202,127,131
5e390b60a5cd0,g,gspace,75,499,645,574,570
5e390b60a5cd0,space,spacem,71,2049,2155,2120,2084
5e390b60a5cd0,m,mu,35,182,252,217,217
5e390b60a5cd0,u,ua,35,118,246,153,211
5e390b60a5cd0,a,an,93,419,609,512,516
5e390b60a5cd0,n,ng,97,137,299,234,202
5e390b60a5cd0,g,gt,65,146,282,211,217
5e390b60a5cd0,t,th,71,263,391,334,320
5e390b60a5cd0,h,ho,57,212,323,269,266
5e390b60a5cd0,o,on,54,246,385,300,331
5e390b60a5cd0,n,ng,85,38,202,123,117
5e390b60a5cd0,g,gp,79,44269,44431,44348,44352
5e390b60a5cd0,p,pa,83,97,266,180,183
5e390b60a5cd0,a,at,86,453,606,539,520
5e390b60a5cd0,t,th,67,295,433,362,366
5e390b60a5cd0,h,ho,71,266,408,337,337
5e390b60a5cd0,o,om,71,241,339,312,268
5e390b60a5cd0,m,mp,27,192,286,219,259
5e390b60a5cd0,p,po,67,114,236,181,169
5e390b60a5cd0,o,on,55,182,287,237,232
5e390b60a5cd0,n,ng,50,55,200,105,150
5e390b60a5cd0,g,gspace,95,500,652,595,557
5e390b60a5cd0,space,spacem,57,292,420,349,363
5e390b60a5cd0,m,mu,71,162,302,233,231
5e390b60a5cd0,u,ua,69,50,218,119,149
5e390b60a5cd0,a,an,99,69,215,168,116
5e390b60a5cd0,n,ng,47,147,248,194,201
5e390b60a5cd0,g,gt,54,133,222,187,168
5e390b60a5cd0,t,th,35,328,435,363,400
5e390b60a5cd0,h,ho,72,160,286,232,214
5e390b60a5cd0,o,on,54,214,330,268,276
5e390b60a5cd0,n,ng,62,9,169,71,107
5e390b60a5cd0,g,gg,98,1599,1729,1697,1631
5e390b60a5cd0,g,gp,32,43389,43505,43421,43473
5e390b60a5cd0,p,pa,84,79,287,163,203
5e390b60a5cd0,a,at,124,330,521,454,397
5e390b60a5cd0,t,th,67,365,489,432,422
5e390b60a5cd0,h,ho,57,207,318,264,261
5e390b60a5cd0,o,om,54,151,258,205,204
5e390b60a5cd0,m,mp,53,346,468,399,415
5e390b60a5cd0,p,po,69,126,267,195,198
5e390b60a5cd0,o,on,72,125,326,197,254
5e390b60a5cd0,n,ng,129,81,275,210,146
5e390b60a5cd0,g,gspace,65,415,549,480,484
5e390b60a5cd0,space,spacem,69,334,468,403,399
5e390b60a5cd0,m,mu,65,153,263,218,198
5e390b60a5cd0,u,un,45,241,348,286,303
5e390b60a5cd0,n,ng,62,149,279,211,217
5e390b60a5cd0,g,gt,68,127,284,195,216
5e390b60a5cd0,t,th,89,98,238,187,149
5e390b60a5cd0,h,hi,51,149,252,200,201
5e390b60a5cd0,i,in,52,141,256,193,204
5e390b60a5cd0,n,ng,63,49,175,112,112
5e390b60a5cd0,g,gh,63,2163,2298,2226,2235
5e390b60a5cd0,h,ho,72,165,274,237,202
5e390b60a5cd0,o,on,37,177,303,214,266
5e390b60a5cd0,n,ng,89,35,188,124,99
5e390b60a5cd0,g,gbksp,64,4163,4283,4227,4219
5e390b60a5cd0,bksp,bkspbksp,56,132,237,188,181
5e390b60a5cd0,bksp,bkspbksp,49,105,213,154,164
5e390b60a5cd0,bksp,bkspbksp,59,85,193,144,134
5e390b60a5cd0,bksp,bkspbksp,49,122,217,171,168
5e390b60a5cd0,bksp,bkspbksp,46,238,315,284,269
5e390b60a5cd0,bksp,bkspn,31,465,564,496,533
5e390b60a5cd0,n,ng,68,212,333,280,265
5e390b60a5cd0,g,gt,53,1934,2101,1987,2048
5e390b60a5cd0,t,th,114,120,298,234,184
5e390b60a5cd0,h,ho,64,156,298,220,234
5e390b60a5cd0,o,on,78,123,295,201,217
5e390b60a5cd0,n,ng,94,91,259,185,165
5e390b60a5cd0,g,gp,74,39220,39363,39294,39289
5e390b60a5cd0,p,pa,69,712,886,781,817
5e390b60a5cd0,a,at,105,314,503,419,398
5e390b60a5cd0,t,th,84,184,351,268,267
5e390b60a5cd0,h,ho,83,130,301,213,218
5e390b60a5cd0,o,om,88,280,437,368,349
5e390b60a5cd0,m,mp,69,167,319,236,250
5e390b60a5cd0,p,pi,83,168,317,251,234
5e390b60a5cd0,i,in,66,174,333,240,267
5e390b60a5cd0,n,ng,93,19,173,112,80
5e390b60a5cd0,g,gbksp,61,432,549,493,488
5e390b60a5cd0,bksp,bkspbksp,56,111,222,167,166
5e390b60a5cd0,bksp,bkspbksp,55,88,222,143,167
5e390b60a5cd0,bksp,bkspi,79,396,564,475,485
5e390b60a5cd0,i,in,89,262,389,351,300
5e390b60a5cd0,n,ng,38,53,190,91,152
5e390b60a5cd0,g,gbksp,99,290,463,389,364
5e390b60a5cd0,bksp,bkspbksp,74,309,475,383,401
5e390b60a5cd0,bksp,bkspo,92,177,357,269,265
5e390b60a5cd0,o,on,88,109,288,197,200
5e390b60a5cd0,n,ng,91,18,189,109,98
5e390b60a5cd0,g,gspace,80,1627,1767,1707,1687
5e390b60a5cd0,space,spacem,60,1040,1176,1100,1116
5e390b60a5cd0,m,mu,76,226,355,302,279
5e390b60a5cd0,u,ua,53,122,253,175,200
5e390b60a5cd0,a,an,78,514,664,592,586
5e390b60a5cd0,n,ng,72,720,855,792,783
5e390b60a5cd0,g,gt,63,262,383,325,320
5e390b60a5cd0,t,th,58,257,373,315,315
5e390b60a5cd0,h,ho,58,228,355,286,297
5e390b60a5cd0,o,on,69,244,384,313,315
5e390b60a5cd0,n,ng,71,61,206,132,135
5e390b60a5cd0,g,gp,74,59183,59367,59257,59293
5e390b60a5cd0,p,pt,110,758,975,868,865
5e390b60a5cd0,t,th,107,157,336,264,229
5e390b60a5cd0,h,ho,72,86,238,158,166
5e390b60a5cd0,o,om,80,162,315,242,235
5e390b60a5cd0,m,mp,73,226,422,299,349
5e390b60a5cd0,p,po,123,763,956,886,833
5e390b60a5cd0,o,on,70,231,370,301,300
5e390b60a5cd0,n,ng,69,163,303,232,234
5e390b60a5cd0,g,gspace,71,478,622,549,551
5e390b60a5cd0,space,spacem,73,295,441,368,368
5e390b60a5cd0,m,mu,73,178,303,251,230
5e390b60a5cd0,u,un,52,435,520,487,468
5e390b60a5cd0,n,ng,33,193,299,226,266
5e390b60a5cd0,g,gt,73,154,288,227,215
5e390b60a5cd0,t,th,61,129,248,190,187
5e390b60a5cd0,h,ho,58,175,275,233,217
5e390b60a5cd0,o,on,42,194,308,236,266
5e390b60a5cd0,n,ng,72,-14,170,58,98
5e390b60a5cd0,g,gg,112,1062,1264,1174,1152
5e390b60a5cd0,g,gbksp,90,3860,4011,3950,3921
5e390b60a5cd0,bksp,bkspbksp,61,101,223,162,162
5e390b60a5cd0,bksp,bkspbksp,61,110,228,171,167
5e390b60a5cd0,bksp,bkspbksp,57,106,239,163,182
5e390b60a5cd0,bksp,bkspbksp,76,95,226,171,150
5e390b60a5cd0,bksp,bkspbksp,55,112,238,167,183
5e390b60a5cd0,bksp,bkspbksp,71,145,242,216,171
5e390b60a5cd0,bksp,bkspa,26,968,1076,994,1050
5e390b60a5cd0,a,an,82,556,746,638,664
5e390b60a5cd0,n,ng,108,166,339,274,231
5e390b60a5cd0,g,gt,65,130,250,195,185
5e390b60a5cd0,t,th,55,145,256,200,201
5e390b60a5cd0,h,ho,56,197,308,253,252
5e390b60a5cd0,o,on,55,211,319,266,264
5e390b60a5cd0,n,ng,53,55,203,108,150
5e390b60a5cd0,g,gp,95,37467,37634,37562,37539
5e390b60a5cd0,p,pt,72,677,854,749,782
5e390b60a5cd0,t,th,105,159,354,264,249
5e390b60a5cd0,h,ho,90,110,287,200,197
5e390b60a5cd0,o,on,87,180,355,267,268
5e390b60a5cd0,n,nm,88,655,822,743,734
5e390b60a5cd0,m,mp,79,478,645,557,566
5e390b60a5cd0,p,po,88,130,289,218,201
5e390b60a5cd0,o,on,71,193,337,264,266
5e390b60a5cd0,n,ng,73,36,189,109,116
5e390b60a5cd0,g,gspace,80,617,778,697,698
5e390b60a5cd0,space,spacem,81,349,500,430,419
5e390b60a5cd0,m,mu,70,281,424,351,354
5e390b60a5cd0,u,ua,73,227,419,300,346
5e390b60a5cd0,a,an,119,248,420,367,301
5e390b60a5cd0,n,ng,53,197,371,250,318
5e390b60a5cd0,g,gt,121,161,386,282,265
5e390b60a5cd0,t,th,104,165,353,269,249
5e390b60a5cd0,h,ho,84,111,287,195,203
5e390b60a5cd0,o,on,92,194,356,286,264
5e390b60a5cd0,n,ng,70,98,252,168,182
5e390b60a5cd0,g,gp,84,51779,51891,51863,51807
5e390b60a5cd0,p,pa,28,130,225,158,197
5e390b60a5cd0,a,at,67,565,722,632,655
5e390b60a5cd0,t,th,90,191,388,281,298
5e390b60a5cd0,h,ho,107,106,289,213,182
5e390b60a5cd0,o,om,76,148,290,224,214
5e390b60a5cd0,m,mp,66,242,403,308,337
5e390b60a5cd0,p,pi,95,142,292,237,197
